10800	13800	168	15
10800	14800	168	15
10800	15800	168	16
10800	16800	168	16
10800	17800	167	18
11800	12800	169	12
11800	13800	169	15
11800	14800	169	15
11800	15800	169	16
11800	16800	169	17
11800	17800	168	19
12800	12800	170	11
12800	13800	170	14
12800	14800	170	15
12800	15800	170	16
12800	16800	170	17
12800	17800	170	20
13800	12800	174	10
13800	13800	173	13
13800	14800	173	15
13800	15800	172	17
13800	16800	173	19
13800	17800	173	22
12800	12800	171	9
12800	13800	170	13
12800	14800	170	15
12800	15800	170	17
12800	16800	170	19
12800	17800	170	23
13800	12800	174	11
